tmdbID,imdbID,Title,Year
84332,tt1862079,Safety Not Guaranteed,2012
48340,tt0881320,Sanctum,2011
857,tt0120815,Saving Private Ryan,1998
176,tt0387564,Saw,2004
41439,tt1477076,Saw 3D,2010
215,tt0432348,Saw II,2005
214,tt0489270,Saw III,2006
663,tt0890870,Saw IV,2007
11917,tt1132626,Saw V,2008
22804,tt1233227,Saw VI,2009
31587,tt0070643,Scarecrow,1973
4247,tt0175142,Scary Movie,2000
4248,tt0257106,Scary Movie 2,2001
4256,tt0306047,Scary Movie 3,2003
4257,tt0362120,Scary Movie 4,2006
417384,tt3387520,Scary Stories to Tell in the Dark,2019
22538,tt0446029,Scott Pilgrim vs. the World,2010
273477,tt1727776,Scouts Guide to the Zombie Apocalypse,2015
646385,tt11245972,Scream,2022
4233,tt0120082,Scream 2,1997
4234,tt0134084,Scream 3,2000
19167,tt0458471,Second in Command,2006
2761,tt0028231,Secret Agent,1936
1586,tt0363988,Secret Window,2004
9778,tt0240890,Serendipity,2001
10972,tt0261983,Session 9,2001
23710,tt1148291,Shakira: Oral Fixation Tour,2006
15361,tt0469184,Shanghai Kiss,2007
747,tt0365748,Shaun of the Dead,2004
10528,tt0988045,Sherlock Holmes,2009
58574,tt1515091,Sherlock Holmes: A Game of Shadows,2011
808,tt0126029,Shrek,2001
809,tt0298148,Shrek 2,2004
10192,tt0892791,Shrek Forever After,2010
810,tt0413267,Shrek the Third,2007
10885,tt0482599,Shutter,2008
9675,tt0375063,Sideways,2004
588,tt0384537,Silent Hill,2006
61012,tt0938330,Silent Hill: Revelation 3D,2012
187,tt0401792,Sin City,2005
189,tt0458481,Sin City: A Dame to Kill For,2014
335797,tt3470600,Sing,2016
82507,tt1922777,Sinister,2012
819,tt0117665,Sleepers,1996
2668,tt0162661,Sleepy Hollow,1999
439015,tt5690360,Slender Man,2018
1154663,null,Smallville,2002
568620,tt8404256,Snake Eyes: G.I. Joe Origins,2021
107,tt0208092,Snatch,2000
9545,tt0108171,Sniper,1993
14245,tt0338450,Sniper 2,2002
14247,tt0408196,Sniper 3,2004
702936,tt12305696,Sniper: Assassin's End,2020
407375,tt5090828,Sniper: Ghost Shooter,2016
290729,tt3776288,Sniper: Legacy,2014
58767,tt1571243,Sniper: Reloaded,2011
58595,tt1735898,Snow White and the Huntsman,2012
339527,tt1291570,Solace,2015
348350,tt3778644,Solo: A Star Wars Story,2018
4723,tt0405336,Southland Tales,2007
11169,tt0360009,Spartan,2004
10336,tt0120177,Spawn,1997
206647,tt2379713,Spectre,2015
10153,tt0120184,Sphere,1998
557,tt0145487,Spider-Man,2002
558,tt0316654,Spider-Man 2,2004
559,tt0413300,Spider-Man 3,2007
315635,tt2250912,Spider-Man: Homecoming,2017
324857,tt4633694,Spider-Man: Into the Spider-Verse,2018
614199,tt9247314,Spiral,2019
122081,tt2101441,Spring Breakers,2013
10535,tt0117723,Spy Hard,1996
54138,tt1408101,Star Trek Into Darkness,2013
282759,tt3255584,Star Trek: Evolutions,2009
199,tt0117731,Star Trek: First Contact,1996
193,tt0111280,Star Trek: Generations,1994
200,tt0120844,Star Trek: Insurrection,1998
201,tt0253754,Star Trek: Nemesis,2002
11,tt0076759,Star Wars,1977
140607,tt2488496,Star Wars: The Force Awakens,2015
181808,tt2527336,Star Wars: The Last Jedi,2017
2270,tt0486655,Stardust,2007
563,tt0120201,Starship Troopers,1997
114478,tt2085930,Starship Troopers: Invasion,2012
460790,tt6977240,Starship Troopers: Traitor of Mars,2017
43670,tt0339727,Stateside,2004
165567,tt1881060,Static,2012
8066,tt0371257,Stay,2005
10069,tt0441796,Stay Alive,2006
12133,tt0838283,Step Brothers,2008
9762,tt0462590,Step Up,2006
8328,tt1023481,Step Up 2: The Streets,2008
41233,tt1193631,Step Up 3D,2010
243683,tt2626350,Step Up All In,2014
85446,tt1800741,Step Up Revolution,2012
11601,tt0164181,Stir of Echoes,1999
8988,tt0489281,Stop-Loss,2008
1016414,tt3069212,Street Fighter: Assassin's Fist The Movie,2014
15268,tt0891592,Street Fighter: The Legend of Chun-Li,2009
1266,tt0421073,Street Kings,2008
23629,tt0978764,Sucker Punch,2011
297761,tt1386697,Suicide Squad,2016
26602,tt0234829,Summer Catch,2001
10384,tt0134983,Supernova,2000
23470,tt0108258,Surf Ninjas,1993
20616,tt0283026,Swimfan,2002
93685,tt0284534,Swingers,2002
347031,tt4034354,Swiss Army Man,2016
180863,tt2763304,T2 Trainspotting,2017
636,tt0066434,THX 1138,1971
1273,tt0453556,TMNT,2007
455980,tt2854926,Tag,2018
10429,tt0159784,Takedown,2000
8681,tt0936501,Taken,2008
22907,tt1135084,Takers,2010
11081,tt0364045,Taking Lives,2004
38939,tt0069341,Tales from the Crypt,1972
9059,tt0114608,Tales from the Crypt: Demon Knight,1995
285798,tt0086814,Tales from the Darkside,1990
3989,tt0372588,Team America: World Police,2004
98566,tt1291150,Teenage Mutant Ninja Turtles,2014
308531,tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,2016
286548,tt3462696,Tekken 2: Kazuya's Revenge,2014
577922,tt6723592,Tenet,2020
280,tt0103064,Terminator 2: Judgment Day,1991
87101,tt1340138,Terminator Genisys,2015
534,tt0438488,Terminator Salvation,2009
76617,tt1572315,Texas Chainsaw 3D,2013
260,tt0026029,The 39 Steps,1935
293863,tt1655441,The Age of Adaline,2015
13641,tt0485851,The Air I Breathe,2007
1930,tt0948470,The Amazing Spider-Man,2012
102382,tt1872181,The Amazing Spider-Man 2,2014
94590,tt2123146,Angry Video Game Nerd: The Movie,2014
11398,tt0160009,The Art of War,2000
608654,tt9831136,The Banana Splits Movie,2019
4012,tt0247199,The Believer,2001
239571,tt1972779,The Best of Me,2014
14892,tt0321442,The Big Empty,2003
115,tt0118715,The Big Lebowski,1998
619,tt0103855,The Bodyguard,1992
20504,tt1037705,The Book of Eli,2010
8374,tt0144117,The Boondock Saints,1999
22821,tt1300851,The Boondock Saints II: All Saints Day,2009
2501,tt0258463,The Bourne Identity,2002
170687,tt0787474,The Boxtrolls,2014
4442,tt0355295,The Brothers Grimm,2005
267193,tt3381008,Grimsby,2016
1954,tt0289879,The Butterfly Effect,2004
14620,tt0457297,The Butterfly Effect 2,2006
22970,tt1259521,The Cabin in the Woods,2012
77953,tt1790886,The Campaign,2012
330483,tt3797868,The Choice,2016
2789,tt0296572,The Chronicles of Riddick,2004
14636,tt0443473,The Condemned,2007
423108,tt7069210,The Conjuring: The Devil Made Me Do It,2021
1985,tt0387131,The Constant Gardener,2005
246777,tt0040250,The Counterfeiters,1948
9100,tt0115963,The Craft,1996
590995,tt4685762,The Craft: Legacy,2020
29427,tt0455407,The Crazies,2010
957452,tt1340094,The Crow,2024
10546,tt0115986,The Crow: City of Angels,1996
762768,tt12931810,The Curve,2020
16562,tt0104040,The Cutting Edge,1992
591,tt0382625,The Da Vinci Code,2006
155,tt0468569,The Dark Knight,2008
49026,tt1345836,The Dark Knight Rises,2012
10200,tt0970416,The Day the Earth Stood Still,2008
11336,tt0085407,The Dead Zone,1983
1422,tt0407887,The Departed,2006
350,tt0458352,The Devil Wears Prada,2006
1813,tt0118971,The Devil's Advocate,1997
2319,tt0329030,The Dust Factory,2004
1891,tt0080684,The Empire Strikes Back,1980
24257,tt0109729,The Endless Summer II,1994
409,tt0116209,The English Patient,1996
345887,tt3766354,The Equalizer 2,2018
764,tt0083907,The Evil Dead,1981
8643,tt0404032,The Exorcism of Emily Rose,2005
27578,tt1320253,The Expendables,2010
76163,tt1764651,The Expendables 2,2012
9276,tt0133751,The Faculty,1998
112205,tt2404311,The Family,2013
9799,tt0232500,The Fast and the Furious,2001
9615,tt0463985,The Fast and the Furious: Tokyo Drift,2006
790,tt0080749,The Fog,1980
329440,tt3387542,The Forest,2016
1381,tt0414993,The Fountain,2006
10779,tt0116365,The Frighteners,1996
2649,tt0119174,The Game,1997
11439,tt1139328,The Ghost Writer,2010
10586,tt0116409,The Ghost and the Darkness,1996
100046,tt1769363,The Giant Mechanical Man,2012
240,tt0071562,The Godfather Part II,1974
16053,tt0478210,The Good Student,2006
13557,tt0435653,The Gravedancers,2006
311324,tt2034800,The Great Wall,2016
316029,tt1485796,The Greatest Showman,2017
40805,tt0990407,The Green Hornet,2011
1970,tt0391198,The Grudge,2004
1975,tt0433386,The Grudge 2,2006
1977,tt1053859,The Grudge 3,2009
67913,tt1540133,The Guard,2011
9924,tt0462329,The Hard Corps,2005
21935,tt0905994,The Haunting Hour: Don't Think About It,2007
9793,tt0800069,The Hills Have Eyes 2,2007
49051,tt0903624,The Hobbit: An Unexpected Journey,2012
122917,tt2310332,The Hobbit: The Battle of the Five Armies,2014
57158,tt1170358,The Hobbit: The Desolation of Smaug,2013
70160,tt1392170,The Hunger Games,2012
514847,tt8244784,The Hunt,2020
1026819,tt22493538,The Hunted,2024
12162,tt0887912,The Hurt Locker,2008
10316,tt1124035,The Ides of March,2011
1491,tt0443543,The Illusionist,2006
416166,tt5788136,The Institute,2017
9785,tt0435670,The Invisible,2007
1635,tt0399201,The Island,2005
9667,tt0366627,The Jacket,2005
38575,tt1155076,The Karate Kid,2010
8856,tt0091326,The Karate Kid Part II,1986
10495,tt0097647,The Karate Kid Part III,1989
504949,tt7984766,The King,2019
44571,tt1038685,The King of Fighters,2010
4349,tt0431197,The Kingdom,2007
324849,tt4116284,The Lego Batman Movie,2017
940,tt0030341,The Lady Vanishes,1938
206296,tt2474024,The Last Five Years,2014
9361,tt0104691,The Last of the Mohicans,1992
274854,tt1618442,The Last Witch Hunter,2015
10163,tt0104692,The Lawnmower Man,1992
13825,tt0464041,The Lazarus Project,2008
1177369,tt29873948,The Legend of Zelda,
421,tt0362270,The Life Aquatic with Steve Zissou,2004
503919,tt7984734,The Lighthouse,2019
8587,tt0110357,The Lion King,1994
474764,tt7347846,The Lodge,2020
29094,tt0037024,The Lodger,1944
57201,tt1210819,The Lone Ranger,2013
466416,tt8858088,The Long Way 'Round,1980
34813,tt0480255,The Losers,2010
7980,tt0380510,The Lovely Bones,2009
77877,tt1327194,The Lucky One,2012
574,tt0049470,The Man Who Knew Too Much,1956
10778,tt0243133,The Man Who Wasn't There,2001
14462,tt0368008,The Manchurian Candidate,2004
603,tt0133093,The Matrix,1999
604,tt0234215,The Matrix Reloaded,2003
14543,tt0295432,The Matrix Revisited,2001
605,tt0242653,The Matrix Revolutions,2003
345940,tt4779682,The Meg,2018
10047,tt0151137,The Messenger: The Story of Joan of Arc,1999
10185,tt0805570,The Midnight Meat Train,2008
425373,tt5427194,The Miracle Season,2018
5876,tt0884328,The Mist,2007
123553,tt1538403,The Mortal Instruments: City of Bones,2013
524216,tt7781432,The Mortuary Collection,2020
564,tt0120616,The Mummy,1999
1734,tt0209163,The Mummy Returns,2001
1735,tt0859163,The Mummy: Tomb of the Dragon Emperor,2008
10437,tt0104940,The Muppet Christmas Carol,1992
37718,tt0164108,The Muse,1999
37137,tt0102510,The Naked Gun 2½: The Smell of Fear,1991
37136,tt0095705,The Naked Gun: From the Files of Police Squad!,1988
27793,tt0110647,The NeverEnding Story III,1994
34584,tt0088323,The NeverEnding Story,1984
34636,tt0100240,The NeverEnding Story II: The Next Chapter,1990
340102,tt4682266,The New Mutants,2020
43539,tt1458175,The Next Three Days,2010
622,tt0142688,The Ninth Gate,1999
3594,tt0481369,The Number 23,2007
10796,tt0267804,The One,2001
242090,tt2756032,The One I Love,2014
1933,tt0230600,The Others,2001
31606,tt0098051,The Package,1989
2024,tt0187393,The Patriot,2000
227973,tt2452042,The Peanuts Movie,2015
148686,tt2076349,The Penguin King,2012
9833,tt0293508,The Phantom of the Opera,2004
12096,tt0383216,The Pink Panther,2006
72197,tt1430626,The Pirates! In an Adventure with Scientists!,2012
5255,tt0338348,The Polar Express,2004
346910,tt3829266,The Predator,2018
10198,tt0780521,The Princess and the Frog,2009
2493,tt0093779,The Princess Bride,1987
25557,tt0111003,The Puppet Masters,1994
238636,tt2975578,The Purge: Anarchy,2014
180299,tt2265171,The Raid 2,2014
94329,tt1899353,The Raid,2012
70436,tt1486192,The Raven,2012
1647,tt0292506,The Recruit,2003
11319,tt0076618,The Rescuers,1977
11135,tt0100477,The Rescuers Down Under,1990
10320,tt0377109,The Ring Two,2005
9927,tt0267891,The Ringer,2005
48171,tt1161864,The Rite,2011
9802,tt0117500,The Rock,1996
9428,tt0265666,The Royal Tenenbaums,2001
11371,tt0227445,The Score,2001
9334,tt0277296,The Scorpion King,2002
550231,tt4411584,The Secret: Dare to Dream,2020
332567,tt4052882,The Shallows,2016
745,tt0167404,The Sixth Sense,1999
9913,tt0397101,The Skeleton Key,2005
11478,tt0192614,The Skulls,2000
74849,tt0193524,The Star Wars Holiday Special,1978
1175038,tt19316408,Stranger in the Woods,2024
10665,tt0482606,The Strangers,2008
371608,tt1285009,The Strangers: Prey at Night,2018
9373,tt0324216,The Texas Chainsaw Massacre,2003
8741,tt0120863,The Thin Red Line,1998
1091,tt0084787,The Thing,1982
1090,tt0139809,The Thirteenth Floor,1999
2135,tt0268695,The Time Machine,2002
23168,tt0840361,The Town,2010
50619,tt1324999,The Twilight Saga: Breaking Dawn - Part 1,2011
50620,tt1673434,The Twilight Saga: Breaking Dawn - Part 2,2012
24021,tt1325004,The Twilight Saga: Eclipse,2010
18239,tt1259571,The Twilight Saga: New Moon,2009
117,tt0094226,The Untouchables,1987
629,tt0114814,The Usual Suspects,1995
6947,tt0368447,The Village,2004
24648,tt0435770,The Visitation,2006
72570,tt1606389,The Vow,2012
285783,tt3488710,The Walk,2015
10685,tt0204626,The Watcher,2000
619263,tt4354756,The Wave,2019
147773,tt1727388,The Way Way Back,2013
1619,tt0202677,The Way of the Gun,2000
6963,tt0384680,The Weather Man,2005
630,tt0032138,The Wizard of Oz,1939
36643,tt0143145,The World Is Not Enough,1999
107985,tt1213663,The World's End,2013
383585,tt3739110,The Yellow Birds,2018
9378,tt0245674,Thir13en Ghosts,2001
109414,tt1245492,This Is the End,2013
10195,tt0800369,Thor,2011
284053,tt3501632,Thor: Ragnarok,2017
76338,tt1981115,Thor: The Dark World,2013
6415,tt0120188,Three Kings,1999
541100,tt7671414,Thriller,2018
188984,tt1748260,Tiger Eyes,2012
1022359,null,Time Cop: Justice Has A New Name,2022
273271,tt2669336,Time Lapse,2014
9562,tt0300556,Timeline,2003
10478,tt0117918,Tin Cup,1996
943930,tt7354440,Tin & Tina,2023
342562,tt3739614,Tiny Giants 3D,2014
7450,tt0120913,Titan A.E.,2000
597,tt0120338,Titanic,1997
125407,tt2827520,Tom Green: Live,2012
714,tt0120347,Tomorrow Never Dies,1997
744,tt0092099,Top Gun,1986
64635,tt1386703,Total Recall,2012
290764,tt2401097,Tracers,2015
102938,tt0075344,Trackdown,1976
217720,tt0439856,The Trailer Park Boys Xmas Special,2004
396535,tt5700672,Train to Busan,2016
581392,tt8850222,Peninsula,2020
2034,tt0139654,Training Day,2001
91314,tt2109248,Transformers: Age of Extinction,2014
38356,tt1399103,Transformers: Dark of the Moon,2011
8373,tt1055369,Transformers: Revenge of the Fallen,2009
667538,tt5090568,Transformers: Rise of the Beasts,2023
335988,tt3371366,Transformers: The Last Knight,2017
9335,tt0388482,Transporter 2,2005
21846,tt0114728,Trinity and Beyond: The Atomic Bomb Movie,1995
20526,tt1104001,TRON: Legacy,2010
652,tt0332452,Troy,2004
63085,tt0785065,True Caribbean Pirates,2006
8966,tt1099212,Twilight,2008
664,tt0117998,Twister,1996
29764,tt0471414,Ultraman: The Next,2004
9741,tt0217869,Unbreakable,2000
28520,tt1086216,Uncertainty,2009
443791,tt5774060,Underwater,2020
52520,tt1496025,Underworld: Awakening,2012
10366,tt0176269,Universal Soldier: The Return,1999
36124,tt1014809,Until the Light Takes Us,2008
58244,tt1374992,Upside Down,2012
9877,tt0146336,Urban Legend,1998
752,tt0434409,V for Vendetta,2006
7131,tt0338526,Van Helsing,2004
43552,tt1452628,Vanishing on 7th Street,2010
335983,tt1270797,Venom,2018
177494,tt2771372,Veronica Mars,2014
25968,tt1068678,Veronika Decides to Die,2009
11678,tt0190865,Vertical Limit,2000
11773,tt0054443,Village of the Damned,1960
9271,tt0114857,Virtuosity,1995
301372,tt1544608,Voice from the Stone,2017
212258,tt1934300,Kamen Rider W Returns: Kamen Rider Accel,2011
69,tt0358273,Walk the Line,2005
533,tt0312004,Wallace & Gromit: The Curse of the Were-Rabbit,2005
57212,tt1568911,War Horse,2011
13191,tt0884224,War, Inc.,2008
68735,tt0803096,Warcraft,2016
82654,tt1588173,Warm Bodies,2013
55787,tt1067583,Water for Elephants,2011
74465,tt1389137,We Bought a Zoo,2011
2001,tt0498399,We Own the Night,2007
10590,tt0277434,We Were Soldiers,2002
7839,tt0484877,Wedding Daze,2006
11596,tt0111686,New Nightmare,1994
12159,tt0120889,What Dreams May Come,1998
16523,tt0386117,Where the Wild Things Are,2009
22798,tt1172233,Whip It,2009
11804,tt0375210,White Noise,2005
265208,tt2231253,Wild Card,2015
8487,tt0120891,Wild Wild West,1999
643586,tt8114980,Willy's Wonderland,2021
12100,tt0245562,Windtalkers,2002
137321,tt1837709,Winter's Tale,2014
290555,tt1403241,Wolves,2014
72190,tt0816711,World War Z,2013
73358,tt1797469,Page Eight,2011
260339,tt2904626,Salting the Battlefield,2014
260202,tt2904608,Turks & Caicos,2014
630586,tt9110170,Wrong Turn,2021
320288,tt6565702,Dark Phoenix,2019
2080,tt0458525,X-Men Origins: Wolverine,2009
11679,tt0329774,xXx: State of the Union,2005
17610,tt1045778,Year One,2009
38031,tt1182350,You Will Meet a Tall Dark Stranger,2010
290542,tt1198156,You're Not You,2014
38319,tt1240982,Your Highness,2011
6795,tt0406375,Zathura: A Space Adventure,2005
19908,tt1156398,Zombieland,2009
329833,tt1608290,Zoolander 2,2016
269149,tt2948356,Zootopia,2016
419460,tt5659816,A Midsummer Night's Dream,2017
10210,tt0140379,A Midsummer Night's Dream,1999
12212,tt0192731,Urban Legends: Final Cut,2000
19544,tt0416267,Deadly Visions,2004
841,tt0087182,Dune,1984
765,tt0092991,Evil Dead II,1987
10543,tt0116287,Fear,1996
315837,tt1219827,Ghost in the Shell,2017
12444,tt0926084,Harry Potter and the Deathly Hallows: Part 1,2010
12445,tt1201607,Harry Potter and the Deathly Hallows: Part 2,2011
58904,tt0278475,Haunted Castle,2001
2312,tt0460780,In the Name of the King: A Dungeon Siege Tale,2007
207932,tt3062096,Inferno,2016
30959,tt0058279,Kwaidan,1965
9312,tt0113855,Mortal Kombat,1995
18635,tt1104806,One Week,2008
1089,tt0102685,Point Break,1991
146238,tt2364841,Runner Runner,2013
346364,tt1396484,It,2017
10140,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010
12262,tt0077681,The Hills Have Eyes,1977
463821,tt2119543,The House with a Clock in Its Walls,2018
10906,tt0105128,Pet Sematary II,1992
10523,tt1175491,W.,2008
1226502,tt1916735,Tales of Everyday Magic,2012
489799,null,The Simpsons: Christmas 2,2004
97643,tt0316706,Subway Monkey Hour,2002
